farming_experience,soil_ph,rainfall,temperature,market_distance,fertilizer_affordability,loan_access,soil_type,region,income,land_size,irrigation,financial_goal,recommended_crop
10,7.59,1528,29.8,91.2,high,yes,alluvial,central,889625,10.49,canal,sustainable,wheat
35,5.51,657,38.4,36.1,high,no,red,central,838915,11.19,drip,short-term,vegetables
38,4.61,1598,26.1,1.3,low,yes,sandy,north,608705,11.41,canal,export,maize
9,7.07,497,15.5,57.1,high,no,loamy,east,636351,11.52,borewell,short-term,vegetables
30,7.03,1922,21.5,54.1,high,yes,sandy,central,57799,3.01,rainfed,sustainable,maize
7,6.36,1271,18.2,36.8,high,no,clay,north,733445,6.19,rainfed,export,wheat
35,5.83,1664,19.5,1.3,low,no,red,west,102311,18.5,drip,export,groundnut
3,7.79,728,13.1,62.3,high,yes,clay,south,60579,2.14,borewell,export,cotton
27,8.49,504,26.4,26.5,medium,no,sandy,north,426943,12.13,canal,sustainable,wheat
22,4.74,1821,34.0,45.3,high,yes,clay,west,390352,19.82,borewell,sustainable,rice
34,6.13,1608,27.3,18.6,high,yes,black,east,978132,13.61,canal,sustainable,pulses
39,5.53,1925,20.9,2.8,high,yes,alluvial,north,217664,5.57,rainfed,export,sugarcane
15,6.32,1939,34.7,44.3,medium,no,alluvial,south,836776,15.84,canal,export,soybean
23,5.75,1207,20.7,34.2,medium,yes,black,east,290758,7.33,borewell,export,cotton
6,7.3,536,33.4,49.4,low,no,sandy,south,862153,18.33,drip,sustainable,cotton
22,6.58,1714,31.1,85.1,medium,no,clay,central,655867,18.53,drip,export,sugarcane
2,5.53,1536,12.3,78.5,high,no,loamy,south,72049,3.25,rainfed,export,wheat
3,6.0,965,24.5,40.6,high,yes,loamy,south,827687,19.57,drip,long-term,sugarcane
38,5.85,1727,29.6,77.3,high,no,clay,north,338494,4.68,drip,sustainable,groundnut
9,7.37,1638,33.6,67.4,low,no,sandy,north,657857,7.57,rainfed,short-term,soybean
19,6.43,403,34.2,52.1,medium,no,clay,east,924515,12.69,rainfed,sustainable,soybean
33,5.68,1333,38.9,16.8,medium,yes,red,central,841504,12.01,drip,long-term,soybean
23,5.78,1282,35.3,67.6,low,no,loamy,north,319300,0.55,borewell,export,vegetables
37,7.41,979,29.0,19.2,high,yes,loamy,north,968064,8.68,drip,sustainable,vegetables
39,6.49,1590,15.9,38.6,low,no,alluvial,east,732739,9.78,drip,export,jute
25,8.01,1175,17.3,21.1,medium,no,sandy,north,813607,11.8,rainfed,long-term,pulses
27,6.89,888,17.1,61.4,low,yes,black,north,456866,10.61,drip,short-term,sugarcane
15,4.63,1117,10.4,9.0,low,no,alluvial,north,704113,11.76,borewell,export,sugarcane
25,5.03,924,15.3,26.9,medium,no,clay,central,424047,19.39,canal,long-term,cotton
36,4.62,1039,38.6,34.9,low,yes,loamy,north,314039,5.67,canal,long-term,cotton
10,5.81,1993,21.3,37.9,low,yes,sandy,west,337799,7.34,canal,short-term,soybean
24,4.73,1251,25.1,12.5,low,yes,alluvial,central,948194,18.93,rainfed,long-term,pulses
16,4.92,1505,13.0,76.5,high,yes,red,south,720825,12.32,canal,short-term,spices
10,8.0,1395,22.4,95.3,high,no,red,north,964762,19.92,canal,export,soybean
32,4.61,1949,10.2,3.7,low,yes,black,east,256154,19.39,rainfed,sustainable,rice
12,5.32,1796,22.6,86.7,low,yes,sandy,east,458721,7.34,canal,short-term,tea
8,7.05,1627,22.5,16.2,low,yes,alluvial,south,290675,13.42,rainfed,export,tea
33,6.71,849,32.7,42.7,medium,no,loamy,west,825862,8.94,rainfed,short-term,sugarcane
12,7.43,1245,13.0,54.4,medium,no,red,north,904494,9.43,rainfed,export,cotton
29,4.73,1873,25.6,12.7,medium,no,clay,central,825857,2.92,rainfed,short-term,sugarcane
8,7.4,1677,36.0,86.0,high,yes,red,west,524550,17.1,canal,export,rice
26,5.95,1206,14.6,36.5,high,no,clay,west,828286,19.08,borewell,sustainable,groundnut
35,7.03,687,19.1,13.3,medium,no,black,east,705328,7.65,borewell,short-term,sorghum
19,6.72,1930,14.4,27.6,medium,yes,sandy,east,308874,13.36,canal,export,rice
22,5.6,1869,34.6,20.6,high,no,black,central,203647,3.92,borewell,sustainable,soybean
1,5.27,1885,11.3,85.5,low,yes,clay,west,837140,6.05,drip,long-term,jute
13,6.65,798,20.5,28.6,medium,yes,loamy,west,174130,2.94,canal,export,cotton
20,5.67,968,12.8,69.5,low,no,sandy,west,528962,19.56,rainfed,short-term,sugarcane
11,7.46,1488,18.1,83.4,low,no,red,north,501279,3.42,borewell,sustainable,groundnut
5,4.97,1297,27.5,13.9,high,yes,clay,north,850946,8.68,canal,short-term,jute
3,8.11,726,26.1,68.6,high,yes,clay,central,808686,3.75,borewell,short-term,jute
36,7.98,1729,35.0,98.9,medium,no,loamy,south,329981,13.82,rainfed,export,groundnut
14,6.12,996,28.2,73.6,low,no,loamy,north,746150,16.14,canal,export,cotton
31,6.16,1862,13.4,96.3,low,yes,clay,west,390768,19.73,borewell,export,spices
22,4.74,1821,22.6,68.6,low,no,loamy,central,776404,19.47,canal,export,cotton
5,6.2,599,37.7,95.9,medium,yes,black,central,854584,11.62,rainfed,sustainable,maize
18,6.08,1506,18.9,79.8,low,yes,alluvial,south,627665,10.34,rainfed,sustainable,groundnut
3,6.25,1850,32.0,32.3,medium,yes,red,south,475130,12.32,rainfed,sustainable,groundnut
2,7.96,1317,22.4,69.9,medium,yes,clay,north,55378,16.96,rainfed,export,pulses
3,5.37,1125,16.6,58.1,high,yes,black,west,945883,10.23,borewell,export,coffee
1,7.74,935,24.5,9.6,high,no,loamy,east,907930,17.25,drip,export,rice
21,6.45,1166,35.6,68.0,high,yes,alluvial,north,642838,17.88,canal,export,coffee
25,7.04,1493,33.7,30.8,low,no,loamy,east,642664,2.3,drip,short-term,sugarcane
25,6.15,452,31.7,24.5,low,no,alluvial,east,838278,14.5,drip,export,sugarcane
24,6.93,840,39.8,6.3,medium,yes,sandy,east,996067,19.33,borewell,export,groundnut
37,7.57,1701,29.3,34.3,low,yes,sandy,west,132743,4.83,canal,export,watermelon
22,5.78,721,37.9,63.9,high,yes,black,west,255790,11.25,canal,long-term,soybean
4,5.69,1813,27.5,54.4,medium,yes,red,north,472921,14.06,rainfed,export,wheat
6,5.0,1507,34.4,49.9,medium,no,sandy,west,524307,0.99,drip,short-term,pulses
16,7.63,650,37.7,24.5,high,yes,sandy,central,483479,10.43,rainfed,long-term,groundnut
24,5.35,1007,17.4,23.8,high,yes,alluvial,north,383675,8.29,rainfed,sustainable,millets
8,6.17,1269,20.2,29.3,medium,yes,red,west,459141,18.39,rainfed,sustainable,pulses
9,7.05,959,10.7,21.1,low,yes,loamy,south,148741,9.59,rainfed,short-term,millets
1,7.08,646,31.3,45.7,low,yes,black,south,123389,12.71,rainfed,long-term,sugarcane
25,5.8,1782,26.3,84.6,high,yes,alluvial,north,966365,8.37,rainfed,long-term,wheat
36,8.13,1689,12.1,82.1,high,no,red,central,162258,7.41,drip,sustainable,sugarcane
27,4.57,872,18.5,10.7,low,no,red,west,667627,5.1,drip,long-term,cotton
26,4.87,944,36.2,93.8,high,no,black,central,817123,12.79,borewell,sustainable,sugarcane
8,4.62,1308,17.2,54.3,medium,no,red,west,507492,17.33,borewell,short-term,groundnut
17,7.06,1256,37.2,5.8,high,no,clay,north,61328,3.6,drip,long-term,sorghum
29,8.47,1720,15.4,14.1,high,yes,clay,north,643398,5.29,drip,long-term,maize
16,4.89,427,11.9,32.2,high,no,clay,east,623157,11.95,canal,long-term,cotton
4,8.21,917,23.9,80.3,medium,no,clay,north,510997,10.87,canal,long-term,sugarcane
16,7.27,1420,18.8,27.9,high,no,alluvial,north,778158,15.98,drip,sustainable,pulses
30,6.24,942,16.1,17.6,medium,no,loamy,east,416185,18.22,borewell,short-term,jute
5,7.16,1845,29.1,44.3,medium,no,alluvial,north,192527,3.28,canal,sustainable,soybean
22,8.29,645,31.8,86.9,high,yes,loamy,north,859935,5.47,rainfed,short-term,millets
15,5.99,1872,33.8,24.2,medium,yes,sandy,north,520117,14.81,rainfed,long-term,cotton
19,5.99,525,29.8,88.4,high,yes,red,south,945263,12.51,rainfed,sustainable,groundnut
1,5.6,465,19.4,86.4,high,no,red,west,268771,9.85,drip,export,sugarcane
30,7.14,1372,21.6,57.4,high,yes,sandy,central,828146,13.69,canal,long-term,pulses
21,8.3,1460,31.6,51.2,medium,yes,clay,central,812064,8.2,rainfed,sustainable,groundnut
4,5.87,1818,24.4,86.9,medium,no,clay,west,265260,13.14,drip,export,spices
29,6.73,1561,21.7,35.9,high,yes,alluvial,south,851015,10.47,drip,long-term,sugarcane
23,6.63,1497,20.9,57.9,medium,yes,loamy,north,529563,10.92,borewell,long-term,rice
0,7.84,722,20.8,12.1,low,no,loamy,central,431953,1.4,canal,sustainable,maize
5,6.71,1753,39.9,52.4,low,no,sandy,east,683159,2.27,rainfed,sustainable,millets
25,7.17,1897,20.4,60.9,medium,yes,sandy,east,389788,2.99,rainfed,long-term,cotton
19,4.67,1803,30.3,17.0,medium,yes,red,west,290587,10.21,canal,sustainable,cotton
34,7.93,897,39.6,88.1,high,yes,black,north,600947,11.35,rainfed,long-term,maize
19,8.05,1436,21.3,88.2,medium,yes,red,west,149226,8.67,drip,sustainable,sugarcane
38,7.24,684,16.6,18.6,low,no,black,west,936436,11.2,canal,sustainable,millets
26,5.35,869,37.1,29.3,low,yes,black,central,938831,1.94,drip,short-term,millets
2,7.25,1931,19.2,76.4,medium,yes,red,west,424735,17.63,drip,sustainable,millets
1,4.54,1452,17.3,34.3,low,no,alluvial,east,88839,19.86,borewell,short-term,rice
23,5.89,1608,10.4,40.3,medium,no,alluvial,north,690969,13.79,drip,long-term,cotton
23,6.49,1915,28.4,48.2,medium,no,red,west,908815,17.72,canal,sustainable,cotton
25,5.1,1550,18.3,49.1,medium,no,red,north,935865,1.69,rainfed,short-term,pulses
4,7.25,1224,13.9,53.3,medium,no,alluvial,east,366107,16.65,rainfed,short-term,vegetables
24,8.28,1894,37.3,39.2,low,yes,alluvial,north,98791,15.57,drip,long-term,cotton
30,5.15,1921,23.5,33.9,medium,yes,alluvial,north,272225,3.31,rainfed,sustainable,millets
38,6.83,1187,15.6,41.2,low,no,sandy,central,682798,8.79,drip,long-term,soybean
10,6.01,1814,32.7,20.1,low,yes,alluvial,north,396597,14.98,rainfed,short-term,maize
27,5.89,426,37.1,45.4,low,yes,red,north,390872,8.26,borewell,export,sorghum
10,7.48,1255,30.0,59.2,medium,yes,red,west,196968,19.9,borewell,long-term,groundnut
32,6.11,954,23.7,34.0,low,no,black,north,518985,14.47,rainfed,sustainable,millets
11,4.72,1382,21.5,7.8,low,yes,clay,south,803553,16.62,borewell,long-term,cotton
6,7.88,859,29.3,30.1,low,yes,red,east,184747,6.02,canal,sustainable,pulses
0,4.91,1681,19.9,9.3,high,yes,red,north,811125,18.14,rainfed,short-term,sugarcane
37,8.48,1356,26.6,14.9,low,no,sandy,west,755185,7.46,canal,export,cotton
22,4.67,981,11.7,93.0,low,no,clay,south,624916,11.3,rainfed,sustainable,spices
22,7.21,1190,16.2,38.8,low,no,red,north,359725,19.4,rainfed,export,millets
4,7.99,921,31.0,90.3,low,yes,loamy,west,427484,13.87,drip,short-term,sugarcane
9,5.11,1069,28.0,85.2,low,yes,red,north,470009,10.79,canal,long-term,millets
30,5.3,854,31.1,30.1,medium,yes,clay,east,751463,3.42,borewell,long-term,tea
9,4.84,488,19.4,11.4,medium,yes,sandy,south,692915,7.68,borewell,sustainable,sugarcane
9,4.61,1184,18.2,79.7,high,no,clay,east,699473,16.57,borewell,long-term,sugarcane
36,4.75,1099,14.3,23.8,high,yes,clay,central,262857,2.98,rainfed,export,tea
22,7.31,960,30.1,48.4,medium,no,loamy,west,137557,4.75,borewell,long-term,sugarcane
11,7.61,633,31.3,83.4,medium,yes,red,south,86689,18.84,borewell,export,cotton
39,5.72,1986,13.0,91.0,high,no,loamy,west,488084,3.31,drip,short-term,rice
23,7.42,1704,14.2,19.4,low,yes,alluvial,south,506650,11.79,drip,long-term,soybean
36,4.75,1915,25.9,37.6,low,no,black,north,68986,18.22,canal,long-term,pulses
35,7.68,1255,20.8,59.4,high,no,red,central,914256,0.73,borewell,short-term,millets
8,8.3,853,13.3,70.4,low,no,loamy,north,55598,6.1,canal,export,tea
14,6.54,1117,21.1,1.2,low,yes,loamy,central,87688,13.97,drip,export,maize
3,7.42,1340,39.7,43.4,low,yes,loamy,south,179103,11.75,drip,export,sugarcane
13,8.37,1368,32.7,28.7,medium,yes,red,west,715788,19.26,drip,short-term,sugarcane
0,7.75,1307,18.1,33.4,low,yes,loamy,east,709891,9.82,borewell,export,wheat
4,6.03,1857,30.3,82.6,high,no,sandy,south,563045,13.45,borewell,sustainable,millets
35,5.87,1964,35.3,73.7,low,yes,loamy,west,888504,16.87,borewell,sustainable,vegetables
29,6.28,1412,34.1,8.3,low,no,red,north,904032,1.34,canal,export,rice
37,8.38,750,31.3,68.6,high,no,loamy,south,427963,16.94,drip,short-term,pulses
9,6.14,705,21.4,33.7,medium,no,red,south,888029,2.71,rainfed,short-term,vegetables
36,5.96,1838,36.9,52.6,low,no,red,north,688276,1.27,borewell,short-term,groundnut
22,4.66,1690,37.9,36.4,medium,no,sandy,north,296415,5.5,rainfed,long-term,groundnut
35,7.57,414,33.0,86.0,medium,yes,sandy,north,786209,3.19,canal,export,watermelon
14,7.26,1632,30.5,90.4,high,no,black,central,709995,6.69,rainfed,short-term,maize
14,7.24,1121,12.5,45.9,high,no,loamy,east,775513,12.11,drip,sustainable,tea
22,7.23,932,36.1,1.4,low,no,loamy,south,349282,14.41,canal,short-term,spices
3,6.39,1682,31.9,25.6,medium,no,red,north,633437,16.82,borewell,short-term,rice
10,6.39,1284,18.1,25.7,medium,yes,black,south,476087,1.48,canal,short-term,rice
31,5.27,686,32.8,23.1,medium,yes,sandy,south,354859,5.0,borewell,export,spices
34,5.87,457,33.4,39.9,high,no,loamy,north,638389,17.74,borewell,sustainable,groundnut
36,6.82,763,24.2,44.9,medium,no,sandy,south,296128,15.59,canal,export,coffee
12,5.45,1156,25.7,97.8,high,no,clay,north,315468,7.06,rainfed,sustainable,wheat
3,5.06,1888,36.4,3.9,high,no,loamy,central,286268,12.45,rainfed,long-term,rice
11,5.41,1003,20.5,55.3,medium,yes,red,north,767967,6.6,canal,sustainable,wheat
2,6.26,1132,32.1,67.8,high,yes,loamy,east,676917,5.69,drip,short-term,tea
25,7.29,1229,36.0,42.4,medium,yes,loamy,central,503737,8.84,rainfed,long-term,sugarcane
36,5.67,1967,34.6,17.7,medium,no,sandy,north,249353,13.47,rainfed,sustainable,rice
4,5.99,896,12.5,64.4,medium,yes,alluvial,south,336968,10.66,borewell,export,wheat
37,7.14,422,29.5,45.2,high,no,clay,central,642979,11.26,drip,long-term,soybean
0,7.49,679,18.4,87.3,low,no,loamy,north,293012,14.72,drip,short-term,maize
5,7.57,1892,39.1,83.8,high,no,black,west,581057,9.13,rainfed,short-term,sugarcane
38,5.0,1404,10.1,29.5,low,no,red,north,907378,8.8,borewell,short-term,cotton
13,5.56,1395,21.7,96.3,low,yes,sandy,central,527336,16.67,borewell,sustainable,groundnut
6,5.19,1244,25.9,8.4,medium,yes,black,north,799376,2.82,drip,sustainable,groundnut
17,6.79,1417,29.2,17.9,high,no,sandy,west,434574,11.54,canal,sustainable,millets
20,7.59,412,16.5,56.2,medium,yes,clay,north,337169,16.2,canal,long-term,millets
22,4.76,646,39.1,13.8,high,no,alluvial,east,149778,11.12,rainfed,long-term,millets
30,7.58,998,23.5,37.9,low,yes,clay,west,523352,4.13,canal,short-term,wheat
17,5.56,1644,20.0,4.5,high,yes,alluvial,west,80766,9.28,drip,long-term,pulses
24,8.18,1718,37.9,90.5,high,no,red,east,681581,11.33,drip,sustainable,cotton
39,5.49,1497,23.9,72.7,low,no,alluvial,east,449894,19.42,borewell,export,tea
38,6.77,1348,10.7,3.6,low,yes,black,east,376303,8.61,drip,short-term,jute
2,7.77,1181,21.1,68.1,medium,yes,black,north,765003,14.87,canal,export,maize
24,7.11,572,32.5,45.2,low,no,sandy,west,866796,2.29,rainfed,short-term,cotton
26,4.82,865,10.2,90.7,medium,yes,black,east,700269,12.63,rainfed,sustainable,sorghum
18,5.68,1808,29.8,6.7,low,yes,sandy,south,393430,16.2,canal,export,watermelon
21,8.47,1756,28.9,36.2,low,yes,red,west,338362,12.7,canal,short-term,millets
3,7.13,1122,25.5,27.1,medium,yes,loamy,west,764457,15.5,rainfed,sustainable,sugarcane
19,8.45,845,23.1,76.7,medium,yes,alluvial,south,986286,1.22,drip,export,spices
28,5.41,699,30.9,74.6,high,yes,black,east,169972,18.34,canal,short-term,jute
12,7.77,1076,29.7,69.3,high,no,loamy,central,171929,18.21,canal,long-term,wheat
11,6.53,1281,30.3,71.1,medium,yes,sandy,north,176813,2.24,canal,short-term,maize
0,6.51,1906,19.6,84.4,medium,no,red,south,305417,0.65,borewell,export,millets
30,8.45,1799,33.5,27.7,low,no,alluvial,south,691093,17.81,rainfed,sustainable,wheat
5,6.18,635,35.9,87.2,high,no,clay,west,546145,16.61,drip,long-term,sugarcane
10,7.91,609,12.7,52.8,low,yes,alluvial,south,691139,6.92,rainfed,export,millets
33,8.07,680,21.5,66.6,high,no,sandy,central,307271,6.36,borewell,long-term,wheat
28,7.2,1025,11.3,42.7,medium,yes,loamy,east,711970,3.66,canal,short-term,vegetables
25,6.72,1249,39.4,65.8,medium,yes,red,north,800834,8.54,borewell,sustainable,sorghum
26,5.65,418,33.8,95.6,medium,no,red,west,675547,7.09,rainfed,short-term,cotton
28,5.6,1033,33.7,90.1,low,no,clay,central,627096,10.57,canal,sustainable,rice
13,6.9,1634,18.5,92.4,high,no,black,central,649469,6.27,canal,export,sorghum
2,5.62,446,28.7,7.5,medium,no,black,central,751427,15.77,drip,short-term,cotton
14,8.46,1310,21.4,79.5,low,no,red,west,768759,12.69,canal,sustainable,groundnut
36,5.68,1905,20.3,78.7,high,yes,alluvial,south,676287,16.16,rainfed,short-term,cotton
14,6.47,909,27.0,11.6,low,yes,loamy,south,249084,16.82,canal,short-term,millets
18,7.96,1743,20.6,2.4,high,yes,red,west,57319,2.96,canal,long-term,cotton
15,6.16,1707,13.2,22.1,high,yes,loamy,north,470611,12.42,drip,sustainable,sugarcane
0,8.48,995,32.8,40.1,low,yes,sandy,north,141734,16.1,canal,short-term,maize
5,4.74,1432,35.6,43.9,low,yes,clay,north,739192,15.28,drip,long-term,sugarcane
5,7.66,505,28.3,76.1,low,yes,loamy,central,487785,12.85,rainfed,long-term,cotton
36,5.24,1947,32.5,99.1,low,yes,sandy,central,650739,0.79,borewell,short-term,groundnut
15,7.74,1743,35.7,35.6,high,yes,clay,central,748692,12.0,borewell,short-term,cotton
34,8.49,1981,11.6,73.0,low,yes,black,south,976590,19.79,canal,short-term,spices
2,7.51,574,36.2,66.5,medium,no,loamy,north,735502,5.92,rainfed,export,maize
9,7.16,1906,33.0,44.9,medium,yes,sandy,south,52387,16.06,borewell,export,spices
35,8.42,1513,31.5,37.6,high,no,red,south,578424,14.32,rainfed,sustainable,sugarcane
14,8.08,1351,17.7,4.8,high,yes,clay,north,102803,12.66,rainfed,sustainable,sugarcane
30,5.95,1765,39.0,77.9,low,yes,red,central,573682,15.76,rainfed,long-term,cotton
18,7.86,1600,18.0,50.7,medium,no,clay,north,598850,4.2,rainfed,long-term,soybean
31,6.41,1669,21.6,73.4,high,no,loamy,central,410949,18.14,drip,sustainable,soybean
26,6.11,1299,15.0,32.1,low,yes,alluvial,south,993410,17.26,rainfed,short-term,pulses
6,8.25,547,39.6,66.5,medium,no,alluvial,north,565468,14.36,borewell,long-term,soybean
29,7.69,630,29.9,27.3,high,yes,black,east,648562,0.55,canal,short-term,cotton
1,7.04,1978,39.5,96.2,low,no,sandy,north,529830,18.87,canal,export,sugarcane
26,8.16,1364,15.2,40.8,low,no,clay,east,218074,3.03,drip,short-term,tea
7,6.43,1821,39.0,62.1,high,no,black,central,312039,11.14,canal,short-term,rice
11,7.92,1193,17.8,17.4,high,yes,black,north,561428,12.68,drip,sustainable,sugarcane
27,5.96,914,38.4,38.7,high,no,loamy,north,736527,12.71,borewell,long-term,rice
28,5.36,1150,34.4,49.0,medium,no,red,east,313547,1.56,rainfed,short-term,millets
30,7.4,688,23.9,34.9,low,yes,black,west,782018,1.26,canal,long-term,pulses
31,7.1,522,13.5,52.3,high,no,black,west,209735,6.23,drip,short-term,millets
16,7.97,1446,16.9,96.3,medium,no,clay,central,173390,18.4,drip,export,sugarcane
26,6.85,830,22.5,20.8,medium,no,sandy,south,921548,6.81,borewell,sustainable,pulses
7,5.99,1533,34.7,74.2,high,yes,red,west,165061,14.78,rainfed,sustainable,millets
3,5.97,1829,23.3,66.9,high,no,clay,east,643138,5.02,canal,sustainable,tea
5,5.97,427,38.6,99.6,medium,yes,alluvial,south,974013,10.5,borewell,long-term,sorghum
11,4.9,1612,22.8,90.9,medium,yes,red,east,390759,8.28,borewell,long-term,rice
10,6.39,778,12.3,53.1,high,yes,red,east,798825,9.32,canal,sustainable,millets
7,4.95,1751,19.0,18.2,low,no,sandy,south,471827,9.84,rainfed,long-term,sugarcane
16,4.94,614,13.3,71.8,low,no,black,north,147228,17.48,rainfed,export,cotton
6,8.25,566,28.5,77.9,low,yes,loamy,south,806534,3.42,canal,export,sugarcane
25,6.14,886,33.4,64.9,low,yes,alluvial,central,542792,14.05,drip,export,maize
36,6.97,1932,25.6,22.9,medium,yes,red,central,523896,8.8,rainfed,long-term,cotton
7,6.18,1616,22.9,94.3,low,no,loamy,west,222541,4.34,drip,export,vegetables
14,6.26,1465,34.2,57.2,high,no,alluvial,north,753526,15.4,borewell,export,sugarcane
5,7.67,1143,33.7,29.3,low,yes,black,west,282567,16.5,rainfed,sustainable,groundnut
17,4.59,1724,30.0,93.9,low,yes,alluvial,north,713414,14.37,rainfed,export,millets
2,6.12,1312,15.7,98.5,medium,yes,clay,south,583967,14.65,borewell,export,spices
10,5.12,878,16.9,66.7,low,yes,clay,west,305979,1.6,canal,sustainable,millets
0,6.65,1180,32.6,31.3,high,no,loamy,central,955502,17.08,canal,export,soybean
22,4.7,424,32.2,73.2,low,no,black,central,56181,0.89,borewell,export,millets
39,4.8,1068,27.7,2.6,medium,no,sandy,central,305119,17.3,canal,sustainable,cotton
0,4.73,618,32.1,43.5,high,no,alluvial,east,480734,18.48,canal,sustainable,millets
15,5.52,1573,34.8,9.0,high,yes,black,north,454510,12.2,borewell,long-term,rice
20,4.99,1853,29.6,3.8,high,yes,loamy,north,877300,6.7,rainfed,sustainable,pulses
30,5.15,1505,22.3,74.3,medium,yes,loamy,north,828513,13.3,rainfed,sustainable,millets
16,7.36,825,33.9,10.0,low,yes,clay,north,852070,11.44,drip,long-term,wheat
0,6.84,1885,21.1,40.2,medium,yes,loamy,west,459879,18.66,borewell,sustainable,rice
8,6.95,699,38.5,88.3,low,no,red,west,941851,0.54,drip,export,spices
25,7.16,766,39.9,5.9,low,yes,loamy,west,374793,4.23,canal,export,groundnut
33,6.07,1991,32.5,15.0,low,yes,red,south,659224,7.16,drip,sustainable,spices
30,5.85,1483,25.7,87.5,medium,no,red,central,628629,12.75,rainfed,short-term,millets
39,5.12,1942,21.9,66.6,high,no,alluvial,central,95194,5.03,borewell,export,pulses
32,8.3,1215,23.8,17.1,low,yes,black,west,896718,13.53,canal,sustainable,sugarcane
31,4.72,1752,26.7,3.8,low,yes,red,north,771478,6.55,drip,export,millets
17,7.31,939,18.4,86.9,medium,no,red,east,475975,11.63,rainfed,short-term,millets
27,6.44,1947,30.6,50.7,medium,yes,alluvial,north,467614,0.69,drip,long-term,rice
24,4.86,706,23.6,50.0,low,no,black,west,612311,3.78,canal,long-term,cotton
36,8.23,1297,40.0,28.5,high,no,red,west,977743,7.01,rainfed,sustainable,soybean
35,5.64,1638,23.6,75.4,low,no,sandy,central,81181,1.18,drip,short-term,soybean
31,5.49,480,31.9,70.9,low,yes,loamy,north,989702,5.31,rainfed,long-term,cotton
21,7.27,1020,25.9,56.7,medium,yes,loamy,east,682292,15.03,canal,short-term,jute
2,7.37,1604,38.8,12.2,high,no,alluvial,north,93101,11.49,rainfed,short-term,sorghum
10,8.15,1089,33.1,70.7,low,no,red,south,172635,15.51,drip,short-term,rice
6,8.23,1246,38.4,57.7,low,no,black,south,605002,7.03,drip,sustainable,cotton
33,6.08,1803,30.6,97.8,low,no,red,east,627337,11.35,drip,sustainable,tea
9,8.45,783,16.3,12.8,high,yes,clay,west,927811,7.41,canal,long-term,sugarcane
33,4.74,1448,26.6,41.8,medium,no,clay,central,917968,5.94,canal,export,jute
1,4.52,809,17.9,27.2,medium,no,red,north,657435,17.07,canal,short-term,wheat
13,7.15,1883,22.5,85.9,high,yes,alluvial,east,800089,19.97,borewell,short-term,sugarcane
1,5.01,1659,15.5,55.2,low,no,alluvial,south,794775,7.28,canal,sustainable,pulses
14,5.7,1900,18.7,21.0,low,yes,clay,south,92355,10.47,borewell,sustainable,pulses
6,5.57,1506,34.6,84.5,medium,yes,red,south,901085,2.54,borewell,sustainable,spices
23,5.07,1034,28.5,11.7,low,yes,red,north,581973,16.76,rainfed,sustainable,maize
20,6.27,1377,11.2,69.1,high,yes,alluvial,south,644337,19.4,canal,sustainable,spices
7,4.85,545,15.8,96.4,low,no,black,east,613224,11.15,canal,long-term,sugarcane
31,5.34,717,14.1,14.7,medium,no,loamy,east,806322,12.21,drip,long-term,jute
35,6.93,1774,28.3,70.0,low,yes,loamy,north,188295,19.69,borewell,long-term,pulses
1,7.04,629,26.0,76.1,low,yes,black,south,765513,9.47,canal,sustainable,sugarcane
15,8.33,1097,26.9,73.2,high,yes,loamy,west,692835,6.29,rainfed,short-term,wheat
5,4.94,1460,29.9,78.6,medium,yes,clay,west,396247,11.29,drip,long-term,groundnut
25,6.05,1287,21.5,18.9,low,yes,black,north,509087,9.0,drip,long-term,soybean
4,5.22,544,15.2,28.1,low,no,clay,east,933513,10.39,borewell,long-term,sugarcane
31,5.98,1402,24.7,77.3,medium,no,black,south,565559,19.55,borewell,short-term,groundnut
24,7.87,1170,22.2,56.3,low,no,loamy,south,501417,10.75,canal,short-term,cotton
11,7.95,693,10.4,29.2,medium,no,clay,south,770582,15.18,rainfed,short-term,spices
25,8.3,741,17.1,1.6,high,yes,clay,west,461189,5.0,canal,long-term,cotton
25,5.25,1985,17.2,84.1,low,no,red,west,652321,17.82,borewell,long-term,sugarcane
0,5.51,816,36.4,56.9,high,no,clay,west,867876,7.18,rainfed,sustainable,cotton
39,7.16,1774,20.8,59.6,medium,no,black,south,259958,11.7,rainfed,long-term,sugarcane
13,4.91,697,19.2,94.7,high,no,red,west,110422,10.21,borewell,short-term,wheat
36,7.53,528,17.8,54.1,medium,yes,sandy,south,994977,1.02,canal,sustainable,millets
11,7.7,541,39.1,26.2,low,no,alluvial,east,613053,17.23,rainfed,long-term,millets
27,8.49,1861,19.1,35.9,medium,no,sandy,east,342036,9.09,drip,short-term,sugarcane
15,7.32,1738,12.9,35.8,high,yes,alluvial,west,942848,10.2,borewell,sustainable,sugarcane
39,6.47,510,20.0,43.8,high,no,clay,central,81597,3.05,canal,short-term,wheat
5,7.22,1394,29.3,77.9,high,no,alluvial,east,743249,18.9,drip,long-term,tea
26,7.36,1666,27.0,44.1,low,no,red,north,111142,19.08,drip,sustainable,maize
9,8.02,1435,24.3,3.9,medium,yes,red,west,738779,11.71,borewell,export,pulses
23,6.23,697,33.5,1.8,low,yes,sandy,south,582557,16.94,canal,sustainable,sugarcane
20,6.91,953,13.1,75.0,high,yes,black,south,689733,2.63,borewell,sustainable,groundnut
